COL,DEPT,CRN,CRS_NO,TITLE,SECT,TYPE_,CAMP,ENROL,INSTR_ID,INSTRUCTOR,EXAM_DATE,START_TIME,END_TIME,COURSE_TYPE,COURSE_CLASS
5,ENVH,20941,506360,Physical Hazard Ass. & Control,71,LEC,MDM,19,102028,Khaled Megahed Abass,13/05/2024,11:00AM,13:00PM,General,Year3
2,ENGL,20656,202320,World Literature in English,11,LEC,UOS,14,102166,Gerald David Naughton,11/05/2024,13:30PM,15:30PM,General,Year3
2,ENGL,20649,202310,Advanced Writing,11,LEC,UOS,13,101463,Reem Abdalla Yousif  Al Hajji,14/05/2024,13:30PM,15:30PM,General,Year3
1,JURF,20525,103401,Islamic Studies in English,51,LEC,MAW,7,101758,Kabiru  Goje,04/05/2024,13:30PM,15:30PM,General,Year4
1,JURF,20508,103338,Jur.of Justice&ways of Evidenc,51,LEC,MAW,10,101036,Hassan  Al Rifai,07/05/2024,13:30PM,15:30PM,General,Year3
4,SREE,24200,406461,Special Topics in Solar Energy,11,LEC,UOS,31,101448,Bashria Abdrubalrasoul Abdalla  Yousef,11/05/2024,13:30PM,15:30PM,General,Year4
2,EDUC,20007,206101,Introduction to Education,11A,LEC,UOS,82,10519,Abdalla Falah EL Mneizel,09/05/2024,13:30PM,15:30PM,General,Year1
14,CHMS,20009,1420101,General Chemistry (1),52,LEC,MAW,50,102136,Montaha Anjass Almasri,11/05/2024,13:30PM,15:30PM,General,Year1
2,EDUC,20030,206214,Soc. Emotional & Mor Dev In EC,51,LEC,MAW,50,101959,Samih Mahmoud Moh'd Al Karasneh,12/05/2024,13:30PM,15:30PM,General,Year2
14,MATH,20253,1440131,Calculus I,52T,LEC,MAW,12,101845,Aziz Jozilovich Takhirov,05/05/2024,13:30PM,15:30PM,General,Year1
14,BIOT,20292,1450103,Ecology,1,LEC,MAM,16,101555,Elsiddig Ahmed Elmustafa Elsheikh,07/05/2024,13:30PM,15:30PM,General,Year1
14,MATH,20234,1440262,Mathematics for Engineers,51,LEC,MAW,26,101320,Muhammad Islam Shafiq Mustafa,09/05/2024,13:30PM,15:30PM,General,Year2
14,MATH,20236,1440133,Calculus I for Engineering,02Q,LEC,MAM,37,101321,Mahmoud  Benkhelifa,05/05/2024,13:30PM,15:30PM,General,Year1
1,JURF,20442,103105,Intr. to Islamic Jurisprudence,1,LEC,MAM,8,102171,Ibrahim Ali Humaid Almainon Alzaabi,09/05/2024,13:30PM,15:30PM,General,Year1
1,JURF,20444,103105,Intr. to Islamic Jurisprudence,51,LEC,MAW,7,101180,Dalila  Berraf,09/05/2024,13:30PM,15:30PM,General,Year1
9,FYME,24228,900101,Human Biology 1,11,LEC,UOS,12,102052,Suha Said Al-Naimi,13/05/2024,13:30PM,15:30PM,General,Year1
15,CENG,24097,1502111,Discrete Mathematics for Eng.,51,LEC,MAW,38,102093,Bilal Ahmed Arain,09/05/2024,13:30PM,15:30PM,General,Year1
14,CHMS,23433,1426155,General Chemistry for HS,1,LEC,MAM,31,10078,Ayssar Hussein Nahle,09/05/2024,13:30PM,15:30PM,General,Year1
11,PHPR,23714,1104368,Intro. Pharm. Placement I,71,TRA,MDM,76,10814,Rana Mehdi Ibrahim,07/05/2024,13:30PM,15:30PM,General,Year3
11,PHCS,24224,1103230,Dosage Forms I,71,LEC,MDM,24,101793,Zahid  Hussain,06/05/2024,13:30PM,15:30PM,General,Year2
14,CHMS,23440,1427107,General Chemistry(1) for MS,78,LEC,MDM,40,102156,Mohamed Shaban Nafie El Sayed,09/05/2024,13:30PM,15:30PM,General,Year1
11,PHPR,23721,1104360,Pharmacy Skills II,74L,LAB,MDM,19,102161,Sara Murad Mohamed Albarkat Meer,05/05/2024,13:30PM,15:30PM,General,Year3
5,MDI,24552,502452,Magnetic Resonance Imaging,71,OFH,MDM,1,101666,Bashar Afif Issa,14/05/2024,13:30PM,15:30PM,General,Year4
5,MDI,24520,502254,Patient Care & Management(1),71,OFH,MDM,1,101189,Leena Rajan David,12/05/2024,13:30PM,15:30PM,General,Year2
14,CHMS,21475,1427107,General Chemistry(1) for MS,76,LEC,MDM,47,10978,Mohamed  El-Naggar,09/05/2024,13:30PM,15:30PM,General,Year1
1,FREL,23518,104212,Islamic Creed (2),1,LEC,MAM,16,101853,Zia Ul  Haq,09/05/2024,13:30PM,15:30PM,General,Year2
6,PRLW,24077,601422,Enforcement Procedures,51,LEC,MAW,50,101826,Munira Mohamad Abdallah Salem,11/05/2024,13:30PM,15:30PM,General,Year4
6,PRLW,23883,601322,Princ. of Civil litigation (E),51,LEC,MAW,10,101826,Munira Mohamad Abdallah Salem,14/05/2024,13:30PM,15:30PM,General,Year3
4,CIVL,24214,401458,Remote Sensing of the Enviro.,11,LEC,UOS,8,101121,Rami  Issa Al-Ruzouq,14/05/2024,13:30PM,15:30PM,General,Year4
2,SOCI,24464,204152,Sociological Theory (2),52,OFH,UOS,1,101465,Alaa  Al Taii,14/05/2024,13:30PM,15:30PM,General,Year1
2,IEP,21149,13103,Intensive English Preparatory4,11,LEC,UOS,20,10502,Yasser Mahmoud Salem,14/05/2024,13:30PM,15:30PM,General,Year3
2,IEP,21149,13103,Intensive English Preparatory4,11,LEC,UOS,20,10663,Amira Husein Traish,14/05/2024,13:30PM,15:30PM,General,Year3
5,NURS,20984,503263,Health Edu. & Health Prom.,71,LEC,MDM,50,101893,Fatma Refaat Abdelfattah Ahmed Abdelbaky,06/05/2024,13:30PM,15:30PM,General,Year2
6,PRLW,23556,601333,Banking Transactions,51,LEC,MAW,46,10693,Alaa Yakoob Yousif,05/05/2024,13:30PM,15:30PM,General,Year3
6,PRLW,23576,601310,Consumer Protection Laws,11,LEC,MAM,23,101455,Mourad  Benseghir,09/05/2024,13:30PM,15:30PM,General,Year3
3,BUSP,21705,302354,Internship in Business,0,INT,UOS,11,101818,Ahmad Qasim Mohammad Al Hamad,07/05/2024,13:30PM,15:30PM,General,Year3
14,CHMS,21482,1427108,General Chemistry(2) for MSc,77,LEC,MDM,14,101958,Samar Abdullah M Damiati,14/05/2024,13:30PM,15:30PM,General,Year1
3,BUSP,21710,302150,Intro.to Bus for Non-Bus.,12E,LEC,UOS,80,101995,John Lewis Rice,29/04/2024,13:30PM,15:30PM,Uni_Requirement,Year1
5,MLT,23318,501370,Hematology(1),13L,LAB,UOS,21,101166,Islam Mohamed El Ahmadi,07/05/2024,13:30PM,15:30PM,General,Year3
3,ACCT,24227,301428,Internal Audit,12,LEC,UOS,12,101964,Atia  Hussain,12/05/2024,13:30PM,15:30PM,General,Year4
6,PBLW,24120,602141,Constit. Law and Politic Syts,101,LEC,DHM,11,101457,Smain  Labadi,14/05/2024,13:30PM,15:30PM,General,Year1
3,FNEC,23793,308334,Real Estate Finance,1,LEC,MAM,16,101910,Noura Saad Abdelhamid Abdelhamid Metawa,04/05/2024,13:30PM,15:30PM,General,Year3
5,PHTH,22147,505263,Biomechanics & Kinesiology(2),72,LEC,MDM,42,101795,Meeyoung  Kim,11/05/2024,13:30PM,15:30PM,General,Year2
6,PRLW,23214,601114,Sources of Obligations,52,LEB,MAW,25,101885,Maamar  Bentria,05/05/2024,13:30PM,15:30PM,General,Year1
8,MASS,22206,806353,Radio & Tv Editing (1),11,LEB,UOS,10,101782,Omar  J. Abdul Jabar,09/05/2024,13:30PM,15:30PM,General,Year3
4,MECH,22463,408282,Applied Fluid Mechanics Lab,11,LAB,UOS,8,202857,Mohammed Mohammed Ali,06/05/2024,13:30PM,15:30PM,General,Year2
6,PBLW,24562,602353,Private Penal Law (1),32,OFH,KOW,1,P-3074,Hanadi Sharif Murad Mohamed Bakhsh,06/05/2024,13:30PM,15:30PM,General,Year3
2,HISL,23417,203354,Specialized English,501,LEC,DHW,21,101766,Mohamed Ahmed Aboushouk,11/05/2024,13:30PM,15:30PM,General,Year3
8,MASS,23936,806353,Radio & Tv Editing (1),81,LEB,KOW,7,P-3128,Mutasim Bakheet Ahmed Alameen,09/05/2024,13:30PM,15:30PM,General,Year3
11,PHPR,23705,1102369,Integ. Pharma. & Therap. IIB,71,LEC,MDM,29,102074,Fatemeh Saheb Askari,04/05/2024,13:30PM,15:30PM,General,Year3
2,HISL,24058,203341,The Ottoman Empire,91,LEC,KUW,35,P-2415,Abdulsalam  Jumaa,05/05/2024,13:30PM,15:30PM,General,Year3
2,INRE,24521,205382,Africa in Intl. Relations,12,OFH,UOS,2,101813,Stephen  John,04/05/2024,13:30PM,15:30PM,General,Year3
6,PRLW,24222,601232,Company Law,11,LEB,MAM,16,102108,Nizar  Mannai,04/05/2024,13:30PM,15:30PM,General,Year2
6,PRLW,23276,601131,Principles of Commercial Law,1,LEC,MAM,52,101454,Imad Eldin  Abdul Hay,13/05/2024,13:30PM,15:30PM,General,Year1
7,ADES,23650,703415,VC Graduation Project II,12,PRJ,FAM,4,101195,Ahmad Manar Mounajied Dit Laham,05/05/2024,13:30PM,15:30PM,General,Year4
6,PRLW,23277,601131,Principles of Commercial Law,51,LEC,MAW,30,101454,Imad Eldin  Abdul Hay,13/05/2024,13:30PM,15:30PM,General,Year1
6,PRLW,24107,601232,Company Law,101,LEB,DHM,6,101998,Mohammed El Hadi El Maknouzi,04/05/2024,13:30PM,15:30PM,General,Year2
5,MLT,21991,501451,Practicum in Microbiology,72,CLI,MDM,10,10913,Hilda Mahmoud Allam,12/05/2024,13:30PM,15:30PM,General,Year4
5,MLT,21988,501451,Practicum in Microbiology,71,CLI,MDM,15,101640,Mohamad  Hamad,12/05/2024,13:30PM,15:30PM,General,Year4
11,PHPR,21924,1104521,Clinical Pharmacy II A,71,LEC,MDM,34,101073,Abduel Mula R. Abdul Karem,06/05/2024,13:30PM,15:30PM,General,Year5
5,MDI,21774,502265,Introduction to Radiology,72,LEC,MDM,39,101794,Huseyin Ozan Tekin,07/05/2024,13:30PM,15:30PM,General,Year2
11,PHPR,21928,1104522,Clinical Pharmacy II B,72,LEC,MDM,37,101777,Nadia Rashed Ali Almazrouei,07/05/2024,13:30PM,15:30PM,General,Year5
3,BUSP,23903,302462,Mang. Change & Innovation,52,LEC,MAW,33,102054,Syed  Abidur Rahman,04/05/2024,13:30PM,15:30PM,General,Year4
2,SOCI,20891,204152,Sociological Theory (2),1,LEC,MAM,33,102057,Noura Nasir Salim Musfar Alkarbi,14/05/2024,13:30PM,15:30PM,General,Year1
3,ACCT,20907,301425,Financial Statement Analysis,11,LEC,UOS,44,101792,Yousif Abdelbagi Omer,08/05/2024,13:30PM,15:30PM,General,Year4
14,APHY,20739,1430101,Astro & Space Sciences,16A,LEC,UOS,72,101982,Awni Moh'd Saleh Kasawneh,01/05/2024,13:30PM,15:30PM,Uni_Requirement,Year1
2,SOCI,20919,204241,Social Psychology,51,LEC,MAW,48,101967,Asma Hamdan Mohamed Ahmed Alsaadi,05/05/2024,13:30PM,15:30PM,General,Year2
2,SOCI,20966,204331,Social Problems,1,LEC,MAM,51,102057,Noura Nasir Salim Musfar Alkarbi,02/05/2024,13:30PM,15:30PM,General,Year3
14,APHY,20769,1430101,Astro & Space Sciences,14E,LEC,UOS,85,10055,Omar Mohammed Adwan,01/05/2024,13:30PM,15:30PM,Uni_Requirement,Year1
14,APHY,20849,1430353,Computational Physics,11,LEB,UOS,11,101805,Antonios  Manousakis,05/05/2024,13:30PM,15:30PM,General,Year3
2,IEP,20654,11100,Intensive English Foundation 1,1,LEC,MAM,34,10379,Anthony  Munday,14/05/2024,16:00PM,18:00PM,General,Year1
2,IEP,20654,11100,Intensive English Foundation 1,1,LEC,MAM,34,30081,Mohammed Nour Yousef Abu Guba,14/05/2024,16:00PM,18:00PM,General,Year1
4,CIVL,20535,401496,Pro. Practice in Civl&Env.Eng.,11,LEC,UOS,14,10975,Radhi Mohsen AL Zubaidi,07/05/2024,16:00PM,18:00PM,General,Year4
1,JURF,20456,103221,"Juri.of Wor. Pur.,Pray.& Fast.",51,LEC,MAW,17,101453,Mohammad Mahmoud Dojan  Al Emoush,09/05/2024,16:00PM,18:00PM,General,Year2
1,FREL,24174,104321,Recitation Mem & Tajweed (2),81,LEC,KOW,9,102147,Mariam Mubarak Khamis Mubarak Alkindi,11/05/2024,16:00PM,18:00PM,General,Year3
4,CIVL,20492,401345,Introduction to Env. Eng.,11,LEC,UOS,21,101431,Mohamed  Abdallah,11/05/2024,16:00PM,18:00PM,General,Year3
2,ENGL,20095,202218,Drama,11,LEC,UOS,18,101628,Andrew Joseph Power,11/05/2024,16:00PM,18:00PM,General,Year2
2,ENGL,20177,202207,Technical Writing,54,LEC,MAW,28,10723,Abdellatif  Messikh,08/05/2024,16:00PM,18:00PM,General,Year2
2,INRE,20370,205280,Theory of International Rel.,11,LEC,UOS,54,102035,MD  Moniruzzaman,08/05/2024,16:00PM,18:00PM,General,Year2
4,CIVL,20402,401301,Engineering Economics,11,LEC,UOS,45,101345,Muamer Ali Abuzwidah,09/05/2024,16:00PM,18:00PM,General,Year3
4,CIVL,20404,401301,Engineering Economics,51,LEC,MAW,41,101833,Ram Kumar Bharadwaj Mantha,09/05/2024,16:00PM,18:00PM,General,Year3
14,BIOT,20394,1450102,General Biology 2,51,LEC,MAW,21,101717,Abdullah  Almutery,13/05/2024,16:00PM,18:00PM,General,Year1
8,PUBL,24080,807422,Organizational Communication,501,LEB,DHW,14,P-3055,Mohamed Hassan Abdelzaher Hassan,13/05/2024,16:00PM,18:00PM,General,Year4
11,PHPR,23710,1104364,Pharmacoeconomics,71,LEC,MDM,29,101777,Nadia Rashed Ali Almazrouei,09/05/2024,16:00PM,18:00PM,General,Year3
7,ADES,24505,705455,Internship in Interior Design,15,INT,FAM,8,101191,Nadia Rashid AL Badri,09/05/2024,16:00PM,18:00PM,General,Year4
3,BUSP,23836,302200,Fund. of Innovation & Entrep.,4E,LEC,UOS,61,101963,Yazid Abubakar Abdullahi,27/04/2024,16:00PM,18:00PM,Uni_Requirement,Year2
2,SOCI,24050,204461,Intro. to Demography,101,LEC,DHW,42,101784,Raouf  Kaouache,07/05/2024,16:00PM,18:00PM,General,Year4
2,SOCI,24028,204111,Arab Society,50M,LEC,DHW,35,P-3071,Sharifa Mohamed Saif Abdelrahman Alsuwaidi,12/05/2024,16:00PM,18:00PM,General,Year1
5,HSAD,21277,504361,HR Mng. in Health Organization,71,LEC,MDM,23,101061,Syed Azizur Rahman,13/05/2024,16:00PM,18:00PM,General,Year3
2,HISL,24488,203200,Hist of Sciences among Muslims,12A,LEC,UOS,40,102042,Nader  El-Bizri,02/05/2024,16:00PM,18:00PM,Uni_Requirement,Year2
2,HISL,24239,203344,Islamic World Today,81,LEC,KOW,70,P-3032,Ahmed Saleh Mohamed Ali Alnaqbi,07/05/2024,16:00PM,18:00PM,General,Year3
3,FNEC,21045,308351,Intermediate Microeconomics,11,LEC,UOS,7,102025,Ilhan  Ozturk,07/05/2024,16:00PM,18:00PM,General,Year3
5,HSAD,21205,504263,Introduction to MIS for HSA,71,LEC,MDM,22,101061,Syed Azizur Rahman,12/05/2024,16:00PM,18:00PM,General,Year2
2,IEP,21046,11101,Intensive English Foundation 2,1,LEC,MAM,24,101156,Scott  Lauder,14/05/2024,16:00PM,18:00PM,General,Year1
5,HSAD,21184,504252,Biostatistics,11,LEC,UOS,49,101318,Hassene Haj Kacem,14/05/2024,16:00PM,18:00PM,General,Year2
7,FNAR,24558,701455,Internship in Fine Arts,13,INT,FAM,3,102151,Eman Hashem S Mohamed Alsayed A Alhashemi,04/05/2024,16:00PM,18:00PM,General,Year4
5,PHTH,22082,505260,PT for Resp. & Card. Vasc Cond,72,LEC,MDM,59,102071,Walid Kamal Mohamed Abdelbaset,05/05/2024,16:00PM,18:00PM,General,Year2
5,HSGN,22117,500150,Biology,72L,LAB,MDM,31,10442,Ali Mohammed AL Bakri,04/05/2024,16:00PM,18:00PM,General,Year1
9,FYME,22175,900106,Human Biology 2,2L,LAB,MDM,59,202586,Rania Salaheldien Mohamed Osman Ahmed,05/05/2024,16:00PM,18:00PM,General,Year1
11,PHPR,22105,1102240,Foundation of Pharmacology,73L,LAB,MDM,25,10851,Manal Mohammad Shihata AL Sharawy,14/05/2024,16:00PM,18:00PM,General,Year2
9,FYME,22179,900106,Human Biology 2,6L,LAB,MDM,43,202586,Rania Salaheldien Mohamed Osman Ahmed,05/05/2024,16:00PM,18:00PM,General,Year1
5,HSGN,22124,500150,Biology,75L,LAB,MDM,31,10770,Sondos Abderraheem Harfeel,04/05/2024,16:00PM,18:00PM,General,Year1
5,MLT,22014,501460,Practicum/ Clinical Chemistry,71,CLI,MDM,15,10913,Hilda Mahmoud Allam,06/05/2024,16:00PM,18:00PM,General,Year4
4,ARCH,21999,404401,Pro.Eng.Practice and Ethics,11,LEC,UOS,19,101927,Alex  Opoku,08/05/2024,16:00PM,18:00PM,General,Year4
15,CENG,23525,1502300,Pro. & Social Issues in Eng.,13,LEC,UOS,40,102093,Bilal Ahmed Arain,05/05/2024,16:00PM,18:00PM,General,Year3
7,ADES,23643,703317,Narrative and Sequence II,11,LES,FAM,16,101933,Madiha  Jamil,07/05/2024,16:00PM,18:00PM,General,Year3
4,MECH,22329,408340,Advanced Thermodynamics,11,LEC,UOS,14,101286,Syarif  Junaidi,12/05/2024,16:00PM,18:00PM,General,Year3
11,MDCH,22316,1101240,Biochemistry,73,LEC,MDM,39,101778,Nelson Alexandre Da Cruz  Soares,13/05/2024,16:00PM,18:00PM,General,Year2
8,MASS,22271,806421,Documentary Film,11,LEB,UOS,18,101476,Alaa Makki Abdulhadi  Akkof,06/05/2024,16:00PM,18:00PM,General,Year4
15,CENG,23526,1502314,Adv. Discrete Math. for Eng.,11,LEC,UOS,38,101058,Mohamed Talal  Bonny,12/05/2024,16:00PM,18:00PM,General,Year3
1,JURF,24021,103420,Juridical Rules,81,LEC,KOW,17,102154,Emad Abdel Hafiz Ali Alzyadat,04/05/2024,16:00PM,18:00PM,General,Year4
8,PUBL,23700,807323,Print Media Production for PR.,52,LEB,MAW,20,101373,Engy Mohamed El Sayed,12/05/2024,16:00PM,18:00PM,General,Year3
7,FNAR,23673,700112,Art and Design Foundation II,14,LES,FAM,19,P-3068,Sayyeda Niga  Shahryar,07/05/2024,16:00PM,18:00PM,General,Year1
15,COSC,22965,1501100,Introduction to IT(English),06G,LEB,MAM,41,P-1542,Ammar  Kaziha,01/05/2024,16:00PM,18:00PM,General,Year1
7,ADES,23657,702112,Textiles for Fashion,11,LES,FAM,11,P-2675,Samer Ahmed Eska,13/05/2024,16:00PM,18:00PM,General,Year1
6,PRLW,23261,601332,Banking Transactions(S&L),11,LEC,UOS,11,101088,Mudafar Jaber AL Rawi,08/05/2024,16:00PM,18:00PM,General,Year3
6,PBLW,23967,602460,Internal Practical Training,31,TRA,KOM,4,P-3015,Abdalla Saeed Abdalla Alwali Alnaqbi,04/05/2024,16:00PM,18:00PM,General,Year4
7,ADES,23609,703315,Visual Commun. Studio IV,12,LES,FAM,16,102119,Hala  Georges,13/05/2024,16:00PM,18:00PM,General,Year3
15,COSC,21842,1501116,Programming I,54U,LEB,MAW,35,P-2877,Mohammad Rustom Alnasar,07/05/2024,16:00PM,18:00PM,General,Year1
15,COSC,21842,1501116,Programming I,54U,LEB,MAW,35,102003,Sarah Abdelkarim Abouelfetouh Darwish,07/05/2024,16:00PM,18:00PM,General,Year1
15,COSC,21764,1501100,Introduction to IT(English),04G,LEB,MAM,40,101514,Nasr Mohamed Abdalla Mohamed,01/05/2024,16:00PM,18:00PM,General,Year1
3,BUSP,21782,302200,Fund. of Innovation & Entrep.,29A,LEC,UOS,60,102069,Shaikha Omaima Abdulaziz Humaid Saqer Alqassimi,27/04/2024,16:00PM,18:00PM,Uni_Requirement,Year2
3,BUSP,21767,302200,Fund. of Innovation & Entrep.,17A,LEC,UOS,65,101818,Ahmad Qasim Mohammad Al Hamad,27/04/2024,16:00PM,18:00PM,Uni_Requirement,Year2
4,ARCH,21944,404204,Surveying,11,LEB,UOS,19,101980,Samir Mohammed Osman Hassan Dirar,07/05/2024,16:00PM,18:00PM,General,Year2
5,MLT,21802,501265,Diagnostic Microbiology,71,LEC,MDM,46,101640,Mohamad  Hamad,12/05/2024,16:00PM,18:00PM,General,Year2
15,COSC,21866,1501100,Introduction to IT(English),74,LEB,MDM,36,102003,Sarah Abdelkarim Abouelfetouh Darwish,01/05/2024,16:00PM,18:00PM,General,Year1
15,COSC,21882,1501252,Comp.Org.and Assembly Language,12,LEB,UOS,44,101842,Ibrahim Abaker Targio Hashem,09/05/2024,16:00PM,18:00PM,General,Year2
15,COSC,21836,1501116,Programming I,4,LEB,MAM,32,P-3108,Muath Ibrahim Mohammad Jarrah,07/05/2024,16:00PM,18:00PM,General,Year1
11,PHPR,23786,1104364,Pharmacoeconomics,72,LEC,MDM,77,101777,Nadia Rashed Ali Almazrouei,09/05/2024,16:00PM,18:00PM,General,Year3
7,ADES,23606,703218,Digital Illustr. and Painting,11,LES,FAM,16,101195,Ahmad Manar Mounajied Dit Laham,05/05/2024,16:00PM,18:00PM,General,Year2
3,BUSP,21757,302200,Fund. of Innovation & Entrep.,65A,LEC,UOS,63,102069,Shaikha Omaima Abdulaziz Humaid Saqer Alqassimi,27/04/2024,16:00PM,18:00PM,Uni_Requirement,Year2
3,BUSP,21789,302200,Fund. of Innovation & Entrep.,20E,LEC,UOS,60,102087,Safeya Obaid Mohamed Rashid Almazrouei,27/04/2024,16:00PM,18:00PM,Uni_Requirement,Year2
7,ADES,23607,703218,Digital Illustr. and Painting,12,LES,FAM,18,101195,Ahmad Manar Mounajied Dit Laham,05/05/2024,16:00PM,18:00PM,General,Year2
3,BUSP,21791,302200,Fund. of Innovation & Entrep.,11A,LEC,UOS,59,102086,Asmaa Mohamed Ahmed Jafar Nusairi,27/04/2024,16:00PM,18:00PM,Uni_Requirement,Year2
4,EECE,23765,402444,Digital Signal Processing,11,LEC,UOS,49,101921,Abir Jaafar Hussain,04/05/2024,16:00PM,18:00PM,General,Year4
7,ADES,23541,705116,Drawing for Interior Design,14,LES,FAM,21,102128,Georgina Gabi Raffoul Abood,13/05/2024,16:00PM,18:00PM,General,Year1
15,COSC,24582,1501394,Junior Project in CS,18,PRJ,UOS,5,102125,Mian Ahmad  Jan,14/05/2024,16:00PM,18:00PM,General,Year3
15,COSC,24585,1501393,Multimedia Junior Project,20,PRJ,UOS,4,101842,Ibrahim Abaker Targio Hashem,12/05/2024,16:00PM,18:00PM,General,Year3
9,FYME,24240,900106,Human Biology 2,6,LEC,MDM,70,101592,Jibran Sualeh Muhammad,05/05/2024,16:00PM,18:00PM,General,Year1
15,COSC,24587,1501394,Junior Project in CS,21,PRJ,UOS,7,10064,Ashraf Mohamed Elnagar,14/05/2024,16:00PM,18:00PM,General,Year3
15,COSC,24580,1501394,Junior Project in CS,16,PRJ,UOS,7,102122,Karam Mohamed Goda Mohamed Sallam,14/05/2024,16:00PM,18:00PM,General,Year3
2,SOCI,20918,204240,Intro. to Social Work,1,LEC,MAM,46,101969,Khadija Ahmed Ibrahim Al Balushi,06/05/2024,16:00PM,18:00PM,General,Year2
14,APHY,20898,1460431,Environmental ?Remote Sensing,11,LEC,UOS,4,102170,Nouf Sultan Saif Mohamed Alteneiji,08/05/2024,16:00PM,18:00PM,General,Year4
2,SOCI,20826,204102,UAE Society,14E,LEC,UOS,144,101791,Wafa Barhoumi EP Hamdi,29/04/2024,16:00PM,18:00PM,Uni_Requirement,Year1
3,BUSP,20682,302254,Business Communication,52,LEC,MAW,64,10368,Ghaida Adnan Kaziha,04/05/2024,08:30AM,10:30AM,General,Year2
4,CIVL,20514,401437,Construction Engineering,12,LEC,UOS,37,101833,Ram Kumar Bharadwaj Mantha,11/05/2024,08:30AM,10:30AM,General,Year4
14,BIOT,20568,1450301,Bio-informatics,52L,LAB,MAW,7,101028,Uzma  Inayat,11/05/2024,08:30AM,10:30AM,General,Year3
8,PUBL,20581,807225,Online Public Relations-E,11,LEB,UOS,17,101621,Mohamed  Ben Moussa,06/05/2024,08:30AM,10:30AM,General,Year2
4,CIVL,20493,401351,Geotechnical Engineering,11,LEC,UOS,14,10233,Maher Taleb Omar,12/05/2024,08:30AM,10:30AM,General,Year3
4,CIVL,20460,401321,Transportation Engineering,11,LEC,UOS,10,10863,Khaled I. Hamad,06/05/2024,08:30AM,10:30AM,General,Year3
1,FREL,24175,104421,Recitation Mem. & Tajweed(3),81,LEC,KOM,6,102147,Mariam Mubarak Khamis Mubarak Alkindi,28/04/2024,08:30AM,10:30AM,General,Year4
14,CHMS,20002,1420100,Remedial Chemistry,11,LEC,UOS,70,101902,Abdelnasser Metwally Aly Kawde,11/05/2024,08:30AM,10:30AM,General,Year1
4,CIVL,20153,401142,Man and The Environment,11,LEC,UOS,78,101831,Sourjya  Bhattacharjee,01/05/2024,08:30AM,10:30AM,Uni_Requirement,Year1
2,ENGL,20169,202111,Basic English,02F,LEC,UOS,27,30134,Ambreen  Zehra,11/05/2024,08:30AM,10:30AM,Uni_Requirement,Year1
4,EECE,20074,402202,Circuit Analysis I,1,LEC,MAM,34,10167,Ismail M.A. Shahin,05/05/2024,08:30AM,10:30AM,General,Year2
14,BIOT,20282,1450441,Molecular Human Genetics,51,LEC,MAW,32,101143,Abdelaziz  Tlili,04/05/2024,08:30AM,10:30AM,General,Year4
14,BIOT,20283,1450441,Molecular Human Genetics,11,LEC,UOS,71,101143,Abdelaziz  Tlili,04/05/2024,08:30AM,10:30AM,General,Year4
14,MATH,20272,1440098,Remedial Math,12W,LEC,UOS,101,101009,Nida  Siddiqui,02/05/2024,08:30AM,10:30AM,General,
14,MATH,20206,1440211,Linear Algebra I,2,LEC,MAM,42,10311,Ali Mohamed Jaballah,05/05/2024,08:30AM,10:30AM,General,Year2
14,MATH,20218,1440098,Remedial Math,01Z,LEC,UOS,85,101009,Nida  Siddiqui,02/05/2024,08:30AM,10:30AM,General,
14,BIOT,20389,1450301,Bio-informatics,51,LEC,MAW,17,101318,Hassene Haj Kacem,11/05/2024,08:30AM,10:30AM,General,Year3
14,BIOT,20391,1450301,Bio-informatics,11,LEC,UOS,53,101318,Hassene Haj Kacem,11/05/2024,08:30AM,10:30AM,General,Year3
14,BIOT,20415,1450421,Plant Biotechnology,11,LEC,UOS,58,101234,Kareem Aly Fahmy Mosa,06/05/2024,08:30AM,10:30AM,General,Year4
4,SREE,23314,406420,Solar Thermal Energy Systems,14,LEC,MAW,24,101262,Ahmed Amine Hachicha,06/05/2024,08:30AM,10:30AM,General,Year4
6,PRLW,21250,601434,Maritime Law,51,LEC,MAW,23,10693,Alaa Yakoob Yousif,09/05/2024,08:30AM,10:30AM,General,Year4
2,IEP,21266,11113,Writing Skills,16,LEC,UOS,40,10609,Habiba Hanini Dhaouadi,12/05/2024,08:30AM,10:30AM,General,Year1
5,HSAD,21283,504362,Epidemiology & Population Hlth,73,LEC,MDM,41,102014,Ahmed  Hossain,05/05/2024,08:30AM,10:30AM,General,Year3
2,IEP,21255,11113,Writing Skills,13,LEC,UOS,42,10609,Habiba Hanini Dhaouadi,12/05/2024,08:30AM,10:30AM,General,Year1
14,APHY,21351,1430107,Physics for Health Sci,83L,LAB,MDM,24,101108,Saja  Abdulhadi,12/05/2024,08:30AM,10:30AM,General,Year1
14,APHY,23849,1430107,Physics for Health Sci,55,LEC,MAW,40,101617,Hafsa  Khurshid,12/05/2024,08:30AM,10:30AM,General,Year1
